"","year","numbers"
"2631","year1996","22"
"2632","year1996","38"
"2633","year1996","39"
"2634","year1996","40"
"2635","year1996","1"
"2636","year1996","9"
"2637","year1996","10"
"2638","year1996","23"
"2639","year1996","29"
"2640","year1996","34"
"2641","year1996","1"
"2642","year1996","3"
"2643","year1996","20"
"2644","year1996","21"
"2645","year1996","27"
"2646","year1996","31"
"2647","year1996","12"
"2648","year1996","14"
"2649","year1996","25"
"2650","year1996","27"
"2651","year1996","31"
"2652","year1996","33"
"2653","year1996","11"
"2654","year1996","12"
"2655","year1996","17"
"2656","year1996","25"
"2657","year1996","28"
"2658","year1996","37"
"2659","year1996","7"
"2660","year1996","14"
"2661","year1996","16"
"2662","year1996","24"
"2663","year1996","28"
"2664","year1996","40"
"2665","year1996","8"
"2666","year1996","18"
"2667","year1996","20"
"2668","year1996","22"
"2669","year1996","29"
"2670","year1996","33"
"2671","year1996","9"
"2672","year1996","10"
"2673","year1996","12"
"2674","year1996","15"
"2675","year1996","21"
"2676","year1996","26"
"2677","year1996","9"
"2678","year1996","13"
"2679","year1996","29"
"2680","year1996","30"
"2681","year1996","33"
"2682","year1996","34"
"2683","year1996","2"
"2684","year1996","3"
"2685","year1996","11"
"2686","year1996","12"
"2687","year1996","26"
"2688","year1996","39"
"2689","year1996","12"
"2690","year1996","21"
"2691","year1996","25"
"2692","year1996","27"
"2693","year1996","34"
"2694","year1996","37"
"2695","year1996","6"
"2696","year1996","11"
"2697","year1996","13"
"2698","year1996","27"
"2699","year1996","28"
"2700","year1996","29"
"2701","year1996","3"
"2702","year1996","7"
"2703","year1996","8"
"2704","year1996","21"
"2705","year1996","29"
"2706","year1996","39"
"2707","year1996","5"
"2708","year1996","9"
"2709","year1996","10"
"2710","year1996","15"
"2711","year1996","21"
"2712","year1996","30"
"2713","year1996","2"
"2714","year1996","5"
"2715","year1996","11"
"2716","year1996","13"
"2717","year1996","19"
"2718","year1996","28"
"2719","year1996","8"
"2720","year1996","14"
"2721","year1996","18"
"2722","year1996","20"
"2723","year1996","28"
"2724","year1996","31"
"2725","year1996","9"
"2726","year1996","13"
"2727","year1996","14"
"2728","year1996","16"
"2729","year1996","18"
"2730","year1996","30"
"2731","year1996","5"
"2732","year1996","9"
"2733","year1996","15"
"2734","year1996","22"
"2735","year1996","24"
"2736","year1996","36"
"2737","year1996","1"
"2738","year1996","11"
"2739","year1996","12"
"2740","year1996","14"
"2741","year1996","15"
"2742","year1996","34"
"2743","year1996","1"
"2744","year1996","9"
"2745","year1996","24"
"2746","year1996","26"
"2747","year1996","33"
"2748","year1996","36"
"2749","year1996","15"
"2750","year1996","16"
"2751","year1996","18"
"2752","year1996","23"
"2753","year1996","25"
"2754","year1996","40"
"2755","year1996","4"
"2756","year1996","6"
"2757","year1996","11"
"2758","year1996","12"
"2759","year1996","19"
"2760","year1996","20"
"2761","year1996","11"
"2762","year1996","20"
"2763","year1996","24"
"2764","year1996","25"
"2765","year1996","29"
"2766","year1996","40"
"2767","year1996","3"
"2768","year1996","5"
"2769","year1996","9"
"2770","year1996","14"
"2771","year1996","19"
"2772","year1996","22"
"2773","year1996","2"
"2774","year1996","3"
"2775","year1996","18"
"2776","year1996","21"
"2777","year1996","26"
"2778","year1996","36"
"2779","year1996","3"
"2780","year1996","4"
"2781","year1996","6"
"2782","year1996","12"
"2783","year1996","26"
"2784","year1996","32"
"2785","year1996","2"
"2786","year1996","15"
"2787","year1996","17"
"2788","year1996","21"
"2789","year1996","24"
"2790","year1996","38"
"2791","year1996","4"
"2792","year1996","13"
"2793","year1996","14"
"2794","year1996","25"
"2795","year1996","26"
"2796","year1996","37"
"2797","year1996","8"
"2798","year1996","9"
"2799","year1996","13"
"2800","year1996","20"
"2801","year1996","23"
"2802","year1996","36"
"2803","year1996","6"
"2804","year1996","12"
"2805","year1996","15"
"2806","year1996","19"
"2807","year1996","25"
"2808","year1996","29"
"2809","year1996","7"
"2810","year1996","11"
"2811","year1996","15"
"2812","year1996","17"
"2813","year1996","31"
"2814","year1996","33"
"2815","year1996","5"
"2816","year1996","11"
"2817","year1996","23"
"2818","year1996","29"
"2819","year1996","35"
"2820","year1996","39"
"2821","year1996","5"
"2822","year1996","11"
"2823","year1996","15"
"2824","year1996","18"
"2825","year1996","24"
"2826","year1996","29"
"2827","year1996","5"
"2828","year1996","14"
"2829","year1996","20"
"2830","year1996","36"
"2831","year1996","39"
"2832","year1996","40"
"2833","year1996","12"
"2834","year1996","22"
"2835","year1996","25"
"2836","year1996","28"
"2837","year1996","34"
"2838","year1996","40"
"2839","year1996","6"
"2840","year1996","13"
"2841","year1996","18"
"2842","year1996","20"
"2843","year1996","22"
"2844","year1996","24"
"2845","year1996","3"
"2846","year1996","11"
"2847","year1996","16"
"2848","year1996","28"
"2849","year1996","30"
"2850","year1996","40"
"2851","year1996","7"
"2852","year1996","21"
"2853","year1996","26"
"2854","year1996","29"
"2855","year1996","36"
"2856","year1996","37"
"2857","year1996","1"
"2858","year1996","5"
"2859","year1996","22"
"2860","year1996","25"
"2861","year1996","28"
"2862","year1996","30"
"2863","year1996","7"
"2864","year1996","10"
"2865","year1996","15"
"2866","year1996","23"
"2867","year1996","24"
"2868","year1996","27"
"2869","year1996","5"
"2870","year1996","10"
"2871","year1996","19"
"2872","year1996","20"
"2873","year1996","27"
"2874","year1996","30"
"2875","year1996","5"
"2876","year1996","12"
"2877","year1996","13"
"2878","year1996","32"
"2879","year1996","33"
"2880","year1996","38"
"2881","year1996","6"
"2882","year1996","8"
"2883","year1996","13"
"2884","year1996","15"
"2885","year1996","38"
"2886","year1996","39"
"2887","year1996","8"
"2888","year1996","20"
"2889","year1996","22"
"2890","year1996","25"
"2891","year1996","32"
"2892","year1996","34"
"2893","year1996","1"
"2894","year1996","11"
"2895","year1996","22"
"2896","year1996","31"
"2897","year1996","33"
"2898","year1996","34"
"2899","year1996","2"
"2900","year1996","14"
"2901","year1996","16"
"2902","year1996","22"
"2903","year1996","23"
"2904","year1996","34"
"2905","year1996","1"
"2906","year1996","2"
"2907","year1996","8"
"2908","year1996","10"
"2909","year1996","17"
"2910","year1996","33"
"2911","year1996","8"
"2912","year1996","13"
"2913","year1996","15"
"2914","year1996","23"
"2915","year1996","24"
"2916","year1996","32"
"2917","year1997","7"
"2918","year1997","10"
"2919","year1997","12"
"2920","year1997","27"
"2921","year1997","31"
"2922","year1997","32"
"2923","year1997","4"
"2924","year1997","7"
"2925","year1997","19"
"2926","year1997","24"
"2927","year1997","26"
"2928","year1997","40"
"2929","year1997","3"
"2930","year1997","15"
"2931","year1997","17"
"2932","year1997","20"
"2933","year1997","26"
"2934","year1997","31"
"2935","year1997","14"
"2936","year1997","22"
"2937","year1997","24"
"2938","year1997","29"
"2939","year1997","32"
"2940","year1997","37"
"2941","year1997","2"
"2942","year1997","6"
"2943","year1997","11"
"2944","year1997","13"
"2945","year1997","17"
"2946","year1997","30"
"2947","year1997","12"
"2948","year1997","16"
"2949","year1997","20"
"2950","year1997","22"
"2951","year1997","33"
"2952","year1997","38"
"2953","year1997","3"
"2954","year1997","7"
"2955","year1997","16"
"2956","year1997","19"
"2957","year1997","20"
"2958","year1997","34"
"2959","year1997","9"
"2960","year1997","14"
"2961","year1997","18"
"2962","year1997","20"
"2963","year1997","25"
"2964","year1997","36"
"2965","year1997","8"
"2966","year1997","25"
"2967","year1997","28"
"2968","year1997","31"
"2969","year1997","33"
"2970","year1997","39"
"2971","year1997","1"
"2972","year1997","12"
"2973","year1997","15"
"2974","year1997","25"
"2975","year1997","32"
"2976","year1997","34"
"2977","year1997","6"
"2978","year1997","17"
"2979","year1997","22"
"2980","year1997","23"
"2981","year1997","26"
"2982","year1997","38"
"2983","year1997","4"
"2984","year1997","5"
"2985","year1997","8"
"2986","year1997","21"
"2987","year1997","31"
"2988","year1997","38"
"2989","year1997","9"
"2990","year1997","15"
"2991","year1997","17"
"2992","year1997","25"
"2993","year1997","27"
"2994","year1997","36"
"2995","year1997","12"
"2996","year1997","17"
"2997","year1997","20"
"2998","year1997","31"
"2999","year1997","32"
"3000","year1997","33"
"3001","year1997","12"
"3002","year1997","17"
"3003","year1997","20"
"3004","year1997","29"
"3005","year1997","34"
"3006","year1997","38"
"3007","year1997","2"
"3008","year1997","7"
"3009","year1997","16"
"3010","year1997","18"
"3011","year1997","21"
"3012","year1997","34"
"3013","year1997","1"
"3014","year1997","13"
"3015","year1997","15"
"3016","year1997","23"
"3017","year1997","30"
"3018","year1997","40"
"3019","year1997","18"
"3020","year1997","20"
"3021","year1997","23"
"3022","year1997","31"
"3023","year1997","35"
"3024","year1997","40"
"3025","year1997","6"
"3026","year1997","19"
"3027","year1997","22"
"3028","year1997","29"
"3029","year1997","32"
"3030","year1997","33"
"3031","year1997","2"
"3032","year1997","6"
"3033","year1997","18"
"3034","year1997","22"
"3035","year1997","31"
"3036","year1997","39"
"3037","year1997","1"
"3038","year1997","6"
"3039","year1997","10"
"3040","year1997","19"
"3041","year1997","31"
"3042","year1997","38"
"3043","year1997","3"
"3044","year1997","8"
"3045","year1997","13"
"3046","year1997","18"
"3047","year1997","25"
"3048","year1997","39"
"3049","year1997","6"
"3050","year1997","10"
"3051","year1997","19"
"3052","year1997","20"
"3053","year1997","37"
"3054","year1997","39"
"3055","year1997","2"
"3056","year1997","5"
"3057","year1997","9"
"3058","year1997","15"
"3059","year1997","22"
"3060","year1997","34"
"3061","year1997","4"
"3062","year1997","5"
"3063","year1997","9"
"3064","year1997","12"
"3065","year1997","20"
"3066","year1997","37"
"3067","year1997","7"
"3068","year1997","24"
"3069","year1997","26"
"3070","year1997","27"
"3071","year1997","30"
"3072","year1997","32"
"3073","year1997","3"
"3074","year1997","6"
"3075","year1997","14"
"3076","year1997","17"
"3077","year1997","31"
"3078","year1997","33"
"3079","year1997","9"
"3080","year1997","14"
"3081","year1997","21"
"3082","year1997","30"
"3083","year1997","34"
"3084","year1997","40"
"3085","year1997","2"
"3086","year1997","3"
"3087","year1997","7"
"3088","year1997","9"
"3089","year1997","13"
"3090","year1997","15"
"3091","year1997","13"
"3092","year1997","19"
"3093","year1997","22"
"3094","year1997","34"
"3095","year1997","35"
"3096","year1997","37"
"3097","year1997","9"
"3098","year1997","19"
"3099","year1997","20"
"3100","year1997","27"
"3101","year1997","32"
"3102","year1997","35"
"3103","year1997","1"
"3104","year1997","6"
"3105","year1997","13"
"3106","year1997","22"
"3107","year1997","23"
"3108","year1997","35"
"3109","year1997","9"
"3110","year1997","16"
"3111","year1997","20"
"3112","year1997","21"
"3113","year1997","30"
"3114","year1997","31"
"3115","year1997","4"
"3116","year1997","5"
"3117","year1997","13"
"3118","year1997","33"
"3119","year1997","34"
"3120","year1997","39"
"3121","year1997","1"
"3122","year1997","3"
"3123","year1997","4"
"3124","year1997","25"
"3125","year1997","35"
"3126","year1997","40"
"3127","year1997","9"
"3128","year1997","24"
"3129","year1997","28"
"3130","year1997","30"
"3131","year1997","36"
"3132","year1997","39"
"3133","year1997","15"
"3134","year1997","16"
"3135","year1997","32"
"3136","year1997","36"
"3137","year1997","38"
"3138","year1997","39"
"3139","year1997","2"
"3140","year1997","7"
"3141","year1997","10"
"3142","year1997","15"
"3143","year1997","21"
"3144","year1997","35"
"3145","year1997","11"
"3146","year1997","14"
"3147","year1997","19"
"3148","year1997","33"
"3149","year1997","34"
"3150","year1997","35"
"3151","year1997","3"
"3152","year1997","10"
"3153","year1997","27"
"3154","year1997","28"
"3155","year1997","31"
"3156","year1997","33"
"3157","year1997","7"
"3158","year1997","10"
"3159","year1997","29"
"3160","year1997","32"
"3161","year1997","33"
"3162","year1997","39"
"3163","year1997","1"
"3164","year1997","2"
"3165","year1997","5"
"3166","year1997","9"
"3167","year1997","26"
"3168","year1997","31"
"3169","year1997","14"
"3170","year1997","18"
"3171","year1997","21"
"3172","year1997","30"
"3173","year1997","34"
"3174","year1997","36"
"3175","year1997","15"
"3176","year1997","18"
"3177","year1997","21"
"3178","year1997","24"
"3179","year1997","30"
"3180","year1997","32"
"3181","year1997","4"
"3182","year1997","10"
"3183","year1997","23"
"3184","year1997","25"
"3185","year1997","26"
"3186","year1997","35"
"3187","year1997","3"
"3188","year1997","8"
"3189","year1997","17"
"3190","year1997","18"
"3191","year1997","38"
"3192","year1997","40"
"3193","year1997","2"
"3194","year1997","11"
"3195","year1997","14"
"3196","year1997","16"
"3197","year1997","19"
"3198","year1997","40"
"3199","year1997","2"
"3200","year1997","7"
"3201","year1997","9"
"3202","year1997","10"
"3203","year1997","16"
"3204","year1997","25"
"3205","year1997","8"
"3206","year1997","12"
"3207","year1997","15"
"3208","year1997","19"
"3209","year1997","26"
"3210","year1997","30"
"3211","year1997","1"
"3212","year1997","11"
"3213","year1997","22"
"3214","year1997","26"
"3215","year1997","33"
"3216","year1997","39"
"3217","year1997","1"
"3218","year1997","7"
"3219","year1997","20"
"3220","year1997","22"
"3221","year1997","24"
"3222","year1997","30"
"3223","year1997","1"
"3224","year1997","8"
"3225","year1997","12"
"3226","year1997","30"
"3227","year1997","33"
"3228","year1997","38"
"3229","year1997","4"
"3230","year1997","11"
"3231","year1997","14"
"3232","year1997","26"
"3233","year1997","32"
"3234","year1997","38"
"3235","year1997","7"
"3236","year1997","10"
"3237","year1997","12"
"3238","year1997","27"
"3239","year1997","31"
"3240","year1997","32"
"3241","year1998","24"
"3242","year1998","26"
"3243","year1998","15"
"3244","year1998","30"
"3245","year1998","7"
"3246","year1998","5"
"3247","year1998","18"
"3248","year1998","9"
"3249","year1998","20"
"3250","year1998","23"
"3251","year1998","33"
"3252","year1998","7"
"3253","year1998","37"
"3254","year1998","4"
"3255","year1998","18"
"3256","year1998","13"
"3257","year1998","21"
"3258","year1998","3"
"3259","year1998","18"
"3260","year1998","33"
"3261","year1998","12"
"3262","year1998","5"
"3263","year1998","39"
"3264","year1998","26"
"3265","year1998","40"
"3266","year1998","21"
"3267","year1998","26"
"3268","year1998","17"
"3269","year1998","7"
"3270","year1998","9"
"3271","year1998","36"
"3272","year1998","32"
"3273","year1998","38"
"3274","year1998","33"
"3275","year1998","34"
"3276","year1998","13"
"3277","year1998","18"
"3278","year1998","28"
"3279","year1998","2"
"3280","year1998","25"
"3281","year1998","16"
"3282","year1998","34"
"3283","year1998","1"
"3284","year1998","11"
"3285","year1998","33"
"3286","year1998","31"
"3287","year1998","5"
"3288","year1998","7"
"3289","year1998","31"
"3290","year1998","8"
"3291","year1998","37"
"3292","year1998","6"
"3293","year1998","10"
"3294","year1998","27"
"3295","year1998","27"
"3296","year1998","2"
"3297","year1998","32"
"3298","year1998","7"
"3299","year1998","34"
"3300","year1998","20"
"3301","year1998","16"
"3302","year1998","8"
"3303","year1998","9"
"3304","year1998","28"
"3305","year1998","22"
"3306","year1998","6"
"3307","year1998","36"
"3308","year1998","14"
"3309","year1998","24"
"3310","year1998","2"
"3311","year1998","12"
"3312","year1998","40"
"3313","year1998","40"
"3314","year1998","2"
"3315","year1998","1"
"3316","year1998","5"
"3317","year1998","3"
"3318","year1998","18"
"3319","year1998","10"
"3320","year1998","12"
"3321","year1998","40"
"3322","year1998","19"
"3323","year1998","8"
"3324","year1998","16"
"3325","year1998","21"
"3326","year1998","34"
"3327","year1998","10"
"3328","year1998","39"
"3329","year1998","14"
"3330","year1998","29"
"3331","year1998","8"
"3332","year1998","34"
"3333","year1998","30"
"3334","year1998","7"
"3335","year1998","24"
"3336","year1998","23"
"3337","year1998","19"
"3338","year1998","40"
"3339","year1998","5"
"3340","year1998","9"
"3341","year1998","15"
"3342","year1998","13"
"3343","year1998","35"
"3344","year1998","36"
"3345","year1998","13"
"3346","year1998","16"
"3347","year1998","1"
"3348","year1998","39"
"3349","year1998","19"
"3350","year1998","5"
"3351","year1998","38"
"3352","year1998","8"
"3353","year1998","36"
"3354","year1998","12"
"3355","year1998","33"
"3356","year1998","12"
"3357","year1998","36"
"3358","year1998","34"
"3359","year1998","21"
"3360","year1998","39"
"3361","year1998","13"
"3362","year1998","12"
"3363","year1998","30"
"3364","year1998","32"
"3365","year1998","10"
"3366","year1998","4"
"3367","year1998","6"
"3368","year1998","20"
"3369","year1998","12"
"3370","year1998","8"
"3371","year1998","37"
"3372","year1998","7"
"3373","year1998","8"
"3374","year1998","12"
"3375","year1998","7"
"3376","year1998","9"
"3377","year1998","2"
"3378","year1998","10"
"3379","year1998","25"
"3380","year1998","19"
"3381","year1998","40"
"3382","year1998","16"
"3383","year1998","31"
"3384","year1998","14"
"3385","year1998","31"
"3386","year1998","18"
"3387","year1998","1"
"3388","year1998","34"
"3389","year1998","29"
"3390","year1998","13"
"3391","year1998","10"
"3392","year1998","14"
"3393","year1998","27"
"3394","year1998","2"
"3395","year1998","1"
"3396","year1998","29"
"3397","year1998","11"
"3398","year1998","19"
"3399","year1998","15"
"3400","year1998","39"
"3401","year1998","18"
"3402","year1998","12"
"3403","year1998","28"
"3404","year1998","35"
"3405","year1998","5"
"3406","year1998","33"
"3407","year1998","29"
"3408","year1998","6"
"3409","year1998","35"
"3410","year1998","15"
"3411","year1998","12"
"3412","year1998","29"
"3413","year1998","34"
"3414","year1998","4"
"3415","year1998","32"
"3416","year1998","11"
"3417","year1998","21"
"3418","year1998","16"
"3419","year1998","37"
"3420","year1998","6"
"3421","year1998","10"
"3422","year1998","29"
"3423","year1998","11"
"3424","year1998","22"
"3425","year1998","12"
"3426","year1998","5"
"3427","year1998","34"
"3428","year1998","20"
"3429","year1998","4"
"3430","year1998","7"
"3431","year1998","19"
"3432","year1998","28"
"3433","year1998","19"
"3434","year1998","1"
"3435","year1998","2"
"3436","year1998","14"
"3437","year1998","26"
"3438","year1998","18"
"3439","year1998","13"
"3440","year1998","1"
"3441","year1998","38"
"3442","year1998","11"
"3443","year1998","17"
"3444","year1998","31"
"3445","year1998","8"
"3446","year1998","1"
"3447","year1998","18"
"3448","year1998","19"
"3449","year1998","26"
"3450","year1998","10"
"3451","year1998","24"
"3452","year1998","18"
"3453","year1998","29"
"3454","year1998","16"
"3455","year1998","11"
"3456","year1998","6"
"3457","year1998","31"
"3458","year1998","22"
"3459","year1998","36"
"3460","year1998","27"
"3461","year1998","34"
"3462","year1998","11"
"3463","year1998","1"
"3464","year1998","33"
"3465","year1998","2"
"3466","year1998","11"
"3467","year1998","3"
"3468","year1998","25"
"3469","year1998","2"
"3470","year1998","3"
"3471","year1998","15"
"3472","year1998","27"
"3473","year1998","24"
"3474","year1998","9"
"3475","year1998","4"
"3476","year1998","39"
"3477","year1998","18"
"3478","year1998","8"
"3479","year1998","35"
"3480","year1998","7"
"3481","year1998","33"
"3482","year1998","8"
"3483","year1998","13"
"3484","year1998","17"
"3485","year1998","34"
"3486","year1998","37"
"3487","year1998","13"
"3488","year1998","11"
"3489","year1998","39"
"3490","year1998","18"
"3491","year1998","14"
"3492","year1998","32"
"3493","year1998","14"
"3494","year1998","8"
"3495","year1998","34"
"3496","year1998","29"
"3497","year1998","33"
"3498","year1998","25"
"3499","year1998","3"
"3500","year1998","4"
"3501","year1998","9"
"3502","year1998","17"
"3503","year1998","23"
"3504","year1998","38"
"3505","year1998","4"
"3506","year1998","8"
"3507","year1998","9"
"3508","year1998","11"
"3509","year1998","30"
"3510","year1998","34"
"3511","year1998","1"
"3512","year1998","9"
"3513","year1998","11"
"3514","year1998","26"
"3515","year1998","35"
"3516","year1998","39"
"3517","year1998","3"
"3518","year1998","6"
"3519","year1998","10"
"3520","year1998","17"
"3521","year1998","25"
"3522","year1998","36"
"3523","year1998","2"
"3524","year1998","3"
"3525","year1998","6"
"3526","year1998","9"
"3527","year1998","17"
"3528","year1998","20"
"3529","year1998","1"
"3530","year1998","6"
"3531","year1998","22"
"3532","year1998","24"
"3533","year1998","26"
"3534","year1998","31"
"3535","year1998","3"
"3536","year1998","8"
"3537","year1998","14"
"3538","year1998","15"
"3539","year1998","18"
"3540","year1998","24"
"3541","year1998","10"
"3542","year1998","12"
"3543","year1998","16"
"3544","year1998","18"
"3545","year1998","22"
"3546","year1998","40"
"3547","year1998","7"
"3548","year1998","9"
"3549","year1998","21"
"3550","year1998","26"
"3551","year1998","33"
"3552","year1998","37"
"3553","year1998","8"
"3554","year1998","24"
"3555","year1998","25"
"3556","year1998","31"
"3557","year1998","32"
"3558","year1998","37"
"3559","year1998","24"
"3560","year1998","26"
"3561","year1998","15"
"3562","year1998","30"
"3563","year1998","7"
"3564","year1998","5"
"3565","year1999","30"
"3566","year1999","23"
"3567","year1999","20"
"3568","year1999","27"
"3569","year1999","21"
"3570","year1999","38"
"3571","year1999","34"
"3572","year1999","38"
"3573","year1999","29"
"3574","year1999","21"
"3575","year1999","39"
"3576","year1999","11"
"3577","year1999","13"
"3578","year1999","24"
"3579","year1999","29"
"3580","year1999","22"
"3581","year1999","21"
"3582","year1999","19"
"3583","year1999","12"
"3584","year1999","27"
"3585","year1999","13"
"3586","year1999","32"
"3587","year1999","15"
"3588","year1999","14"
"3589","year1999","9"
"3590","year1999","37"
"3591","year1999","31"
"3592","year1999","29"
"3593","year1999","13"
"3594","year1999","11"
"3595","year1999","13"
"3596","year1999","23"
"3597","year1999","18"
"3598","year1999","34"
"3599","year1999","8"
"3600","year1999","3"
"3601","year1999","4"
"3602","year1999","6"
"3603","year1999","34"
"3604","year1999","3"
"3605","year1999","2"
"3606","year1999","28"
"3607","year1999","21"
"3608","year1999","27"
"3609","year1999","22"
"3610","year1999","23"
"3611","year1999","2"
"3612","year1999","31"
"3613","year1999","37"
"3614","year1999","38"
"3615","year1999","9"
"3616","year1999","20"
"3617","year1999","19"
"3618","year1999","36"
"3619","year1999","11"
"3620","year1999","4"
"3621","year1999","17"
"3622","year1999","7"
"3623","year1999","35"
"3624","year1999","12"
"3625","year1999","15"
"3626","year1999","25"
"3627","year1999","39"
"3628","year1999","10"
"3629","year1999","34"
"3630","year1999","23"
"3631","year1999","38"
"3632","year1999","8"
"3633","year1999","17"
"3634","year1999","23"
"3635","year1999","32"
"3636","year1999","30"
"3637","year1999","36"
"3638","year1999","39"
"3639","year1999","35"
"3640","year1999","33"
"3641","year1999","16"
"3642","year1999","3"
"3643","year1999","21"
"3644","year1999","20"
"3645","year1999","16"
"3646","year1999","24"
"3647","year1999","32"
"3648","year1999","18"
"3649","year1999","20"
"3650","year1999","13"
"3651","year1999","10"
"3652","year1999","3"
"3653","year1999","22"
"3654","year1999","40"
"3655","year1999","22"
"3656","year1999","8"
"3657","year1999","39"
"3658","year1999","15"
"3659","year1999","4"
"3660","year1999","11"
"3661","year1999","7"
"3662","year1999","37"
"3663","year1999","25"
"3664","year1999","23"
"3665","year1999","1"
"3666","year1999","14"
"3667","year1999","36"
"3668","year1999","14"
"3669","year1999","13"
"3670","year1999","34"
"3671","year1999","4"
"3672","year1999","21"
"3673","year1999","24"
"3674","year1999","27"
"3675","year1999","39"
"3676","year1999","15"
"3677","year1999","26"
"3678","year1999","10"
"3679","year1999","3"
"3680","year1999","15"
"3681","year1999","37"
"3682","year1999","38"
"3683","year1999","1"
"3684","year1999","30"
"3685","year1999","28"
"3686","year1999","25"
"3687","year1999","11"
"3688","year1999","17"
"3689","year1999","36"
"3690","year1999","37"
"3691","year1999","40"
"3692","year1999","39"
"3693","year1999","4"
"3694","year1999","18"
"3695","year1999","26"
"3696","year1999","21"
"3697","year1999","27"
"3698","year1999","1"
"3699","year1999","22"
"3700","year1999","9"
"3701","year1999","13"
"3702","year1999","2"
"3703","year1999","19"
"3704","year1999","11"
"3705","year1999","16"
"3706","year1999","27"
"3707","year1999","13"
"3708","year1999","14"
"3709","year1999","37"
"3710","year1999","8"
"3711","year1999","10"
"3712","year1999","2"
"3713","year1999","25"
"3714","year1999","22"
"3715","year1999","30"
"3716","year1999","33"
"3717","year1999","3"
"3718","year1999","38"
"3719","year1999","28"
"3720","year1999","39"
"3721","year1999","1"
"3722","year1999","2"
"3723","year1999","12"
"3724","year1999","9"
"3725","year1999","37"
"3726","year1999","25"
"3727","year1999","40"
"3728","year1999","39"
"3729","year1999","15"
"3730","year1999","36"
"3731","year1999","34"
"3732","year1999","26"
"3733","year1999","31"
"3734","year1999","7"
"3735","year1999","3"
"3736","year1999","28"
"3737","year1999","10"
"3738","year1999","33"
"3739","year1999","7"
"3740","year1999","32"
"3741","year1999","21"
"3742","year1999","26"
"3743","year1999","8"
"3744","year1999","27"
"3745","year1999","25"
"3746","year1999","17"
"3747","year1999","40"
"3748","year1999","1"
"3749","year1999","39"
"3750","year1999","7"
"3751","year1999","5"
"3752","year1999","25"
"3753","year1999","3"
"3754","year1999","31"
"3755","year1999","19"
"3756","year1999","33"
"3757","year1999","13"
"3758","year1999","19"
"3759","year1999","23"
"3760","year1999","26"
"3761","year1999","25"
"3762","year1999","3"
"3763","year1999","6"
"3764","year1999","40"
"3765","year1999","28"
"3766","year1999","19"
"3767","year1999","16"
"3768","year1999","23"
"3769","year1999","33"
"3770","year1999","23"
"3771","year1999","29"
"3772","year1999","16"
"3773","year1999","20"
"3774","year1999","37"
"3775","year1999","32"
"3776","year1999","38"
"3777","year1999","19"
"3778","year1999","21"
"3779","year1999","27"
"3780","year1999","13"
"3781","year1999","2"
"3782","year1999","28"
"3783","year1999","5"
"3784","year1999","7"
"3785","year1999","13"
"3786","year1999","9"
"3787","year1999","20"
"3788","year1999","35"
"3789","year1999","18"
"3790","year1999","10"
"3791","year1999","28"
"3792","year1999","5"
"3793","year1999","33"
"3794","year1999","35"
"3795","year1999","28"
"3796","year1999","32"
"3797","year1999","13"
"3798","year1999","23"
"3799","year1999","5"
"3800","year1999","4"
"3801","year1999","38"
"3802","year1999","18"
"3803","year1999","20"
"3804","year1999","36"
"3805","year1999","23"
"3806","year1999","37"
"3807","year1999","26"
"3808","year1999","16"
"3809","year1999","2"
"3810","year1999","38"
"3811","year1999","19"
"3812","year1999","33"
"3813","year1999","26"
"3814","year1999","14"
"3815","year1999","39"
"3816","year1999","38"
"3817","year1999","12"
"3818","year1999","1"
"3819","year1999","27"
"3820","year1999","32"
"3821","year1999","2"
"3822","year1999","26"
"3823","year1999","27"
"3824","year1999","22"
"3825","year1999","26"
"3826","year1999","21"
"3827","year1999","18"
"3828","year1999","6"
"3829","year1999","24"
"3830","year1999","6"
"3831","year1999","15"
"3832","year1999","33"
"3833","year1999","27"
"3834","year1999","23"
"3835","year1999","7"
"3836","year1999","4"
"3837","year1999","38"
"3838","year1999","25"
"3839","year1999","16"
"3840","year1999","22"
"3841","year1999","8"
"3842","year1999","5"
"3843","year1999","13"
"3844","year1999","33"
"3845","year1999","31"
"3846","year1999","28"
"3847","year1999","24"
"3848","year1999","3"
"3849","year1999","23"
"3850","year1999","21"
"3851","year1999","38"
"3852","year1999","26"
"3853","year1999","10"
"3854","year1999","21"
"3855","year1999","20"
"3856","year1999","3"
"3857","year1999","24"
"3858","year1999","36"
"3859","year1999","6"
"3860","year1999","36"
"3861","year1999","25"
"3862","year1999","8"
"3863","year1999","29"
"3864","year1999","35"
"3865","year1999","31"
"3866","year1999","28"
"3867","year1999","12"
"3868","year1999","9"
"3869","year1999","1"
"3870","year1999","26"
"3871","year1999","34"
"3872","year1999","24"
"3873","year1999","5"
"3874","year1999","25"
"3875","year1999","10"
"3876","year1999","35"
"3877","year1999","33"
"3878","year1999","12"
"3879","year1999","26"
"3880","year1999","35"
"3881","year1999","38"
"3882","year1999","22"
"3883","year1999","30"
"3884","year1999","23"
"3885","year1999","20"
"3886","year1999","27"
"3887","year1999","21"
"3888","year1999","38"
"3889","year2000","12"
"3890","year2000","1"
"3891","year2000","30"
"3892","year2000","36"
"3893","year2000","32"
"3894","year2000","40"
"3895","year2000","22"
"3896","year2000","27"
"3897","year2000","12"
"3898","year2000","32"
"3899","year2000","38"
"3900","year2000","10"
"3901","year2000","20"
