"","year","numbers"
"5173","year2003","1"
"5174","year2003","27"
"5175","year2003","6"
"5176","year2003","3"
"5177","year2003","23"
"5178","year2003","38"
"5179","year2003","35"
"5180","year2003","18"
"5181","year2003","2"
"5182","year2003","17"
"5183","year2003","22"
"5184","year2003","28"
"5185","year2004","8"
"5186","year2004","27"
"5187","year2004","24"
"5188","year2004","1"
"5189","year2004","9"
"5190","year2004","30"
"5191","year2004","1"
"5192","year2004","6"
"5193","year2004","14"
"5194","year2004","36"
"5195","year2004","4"
"5196","year2004","35"
"5197","year2004","9"
"5198","year2004","38"
"5199","year2004","26"
"5200","year2004","35"
"5201","year2004","20"
"5202","year2004","19"
"5203","year2004","21"
"5204","year2004","7"
"5205","year2004","27"
"5206","year2004","3"
"5207","year2004","34"
"5208","year2004","5"
"5209","year2004","39"
"5210","year2004","22"
"5211","year2004","36"
"5212","year2004","38"
"5213","year2004","10"
"5214","year2004","12"
"5215","year2004","15"
"5216","year2004","9"
"5217","year2004","31"
"5218","year2004","6"
"5219","year2004","14"
"5220","year2004","26"
"5221","year2004","33"
"5222","year2004","25"
"5223","year2004","40"
"5224","year2004","30"
"5225","year2004","32"
"5226","year2004","26"
"5227","year2004","34"
"5228","year2004","23"
"5229","year2004","19"
"5230","year2004","39"
"5231","year2004","21"
"5232","year2004","2"
"5233","year2004","24"
"5234","year2004","15"
"5235","year2004","1"
"5236","year2004","32"
"5237","year2004","31"
"5238","year2004","9"
"5239","year2004","31"
"5240","year2004","30"
"5241","year2004","40"
"5242","year2004","34"
"5243","year2004","22"
"5244","year2004","24"
"5245","year2004","6"
"5246","year2004","1"
"5247","year2004","38"
"5248","year2004","40"
"5249","year2004","20"
"5250","year2004","16"
"5251","year2004","2"
"5252","year2004","5"
"5253","year2004","36"
"5254","year2004","39"
"5255","year2004","7"
"5256","year2004","17"
"5257","year2004","27"
"5258","year2004","2"
"5259","year2004","20"
"5260","year2004","37"
"5261","year2004","35"
"5262","year2004","23"
"5263","year2004","22"
"5264","year2004","39"
"5265","year2004","21"
"5266","year2004","11"
"5267","year2004","2"
"5268","year2004","25"
"5269","year2004","38"
"5270","year2004","20"
"5271","year2004","18"
"5272","year2004","12"
"5273","year2004","27"
"5274","year2004","34"
"5275","year2004","32"
"5276","year2004","38"
"5277","year2004","12"
"5278","year2004","3"
"5279","year2004","4"
"5280","year2004","11"
"5281","year2004","18"
"5282","year2004","39"
"5283","year2004","26"
"5284","year2004","29"
"5285","year2004","33"
"5286","year2004","27"
"5287","year2004","7"
"5288","year2004","34"
"5289","year2004","24"
"5290","year2004","21"
"5291","year2004","19"
"5292","year2004","15"
"5293","year2004","30"
"5294","year2004","19"
"5295","year2004","33"
"5296","year2004","28"
"5297","year2004","20"
"5298","year2004","8"
"5299","year2004","25"
"5300","year2004","39"
"5301","year2004","4"
"5302","year2004","10"
"5303","year2004","30"
"5304","year2004","1"
"5305","year2004","11"
"5306","year2004","21"
"5307","year2004","6"
"5308","year2004","38"
"5309","year2004","20"
"5310","year2004","9"
"5311","year2004","24"
"5312","year2004","3"
"5313","year2004","1"
"5314","year2004","32"
"5315","year2004","34"
"5316","year2004","28"
"5317","year2004","2"
"5318","year2004","1"
"5319","year2004","33"
"5320","year2004","39"
"5321","year2004","32"
"5322","year2004","3"
"5323","year2004","35"
"5324","year2004","28"
"5325","year2004","10"
"5326","year2004","14"
"5327","year2004","26"
"5328","year2004","8"
"5329","year2004","32"
"5330","year2004","33"
"5331","year2004","19"
"5332","year2004","4"
"5333","year2004","18"
"5334","year2004","29"
"5335","year2004","23"
"5336","year2004","11"
"5337","year2004","17"
"5338","year2004","30"
"5339","year2004","21"
"5340","year2004","8"
"5341","year2004","21"
"5342","year2004","15"
"5343","year2004","35"
"5344","year2004","33"
"5345","year2004","29"
"5346","year2004","18"
"5347","year2004","31"
"5348","year2004","21"
"5349","year2004","13"
"5350","year2004","30"
"5351","year2004","12"
"5352","year2004","24"
"5353","year2004","21"
"5354","year2004","19"
"5355","year2004","4"
"5356","year2004","35"
"5357","year2004","37"
"5358","year2004","8"
"5359","year2004","33"
"5360","year2004","19"
"5361","year2004","10"
"5362","year2004","8"
"5363","year2004","36"
"5364","year2004","26"
"5365","year2004","16"
"5366","year2004","2"
"5367","year2004","13"
"5368","year2004","17"
"5369","year2004","6"
"5370","year2004","33"
"5371","year2004","5"
"5372","year2004","31"
"5373","year2004","37"
"5374","year2004","18"
"5375","year2004","27"
"5376","year2004","9"
"5377","year2004","38"
"5378","year2004","9"
"5379","year2004","11"
"5380","year2004","1"
"5381","year2004","40"
"5382","year2004","6"
"5383","year2004","39"
"5384","year2004","16"
"5385","year2004","31"
"5386","year2004","28"
"5387","year2004","8"
"5388","year2004","17"
"5389","year2004","18"
"5390","year2004","25"
"5391","year2004","36"
"5392","year2004","8"
"5393","year2004","9"
"5394","year2004","17"
"5395","year2004","10"
"5396","year2004","28"
"5397","year2004","7"
"5398","year2004","40"
"5399","year2004","31"
"5400","year2004","12"
"5401","year2004","26"
"5402","year2004","31"
"5403","year2004","27"
"5404","year2004","11"
"5405","year2004","21"
"5406","year2004","14"
"5407","year2004","23"
"5408","year2004","18"
"5409","year2004","1"
"5410","year2004","32"
"5411","year2004","15"
"5412","year2004","11"
"5413","year2004","31"
"5414","year2004","10"
"5415","year2004","20"
"5416","year2004","29"
"5417","year2004","33"
"5418","year2004","36"
"5419","year2004","13"
"5420","year2004","33"
"5421","year2004","36"
"5422","year2004","39"
"5423","year2004","14"
"5424","year2004","23"
"5425","year2004","35"
"5426","year2004","13"
"5427","year2004","8"
"5428","year2004","6"
"5429","year2004","21"
"5430","year2004","12"
"5431","year2004","29"
"5432","year2004","33"
"5433","year2004","31"
"5434","year2004","19"
"5435","year2004","13"
"5436","year2004","12"
"5437","year2004","6"
"5438","year2004","9"
"5439","year2004","30"
"5440","year2004","7"
"5441","year2004","8"
"5442","year2004","25"
"5443","year2004","13"
"5444","year2004","5"
"5445","year2004","26"
"5446","year2004","1"
"5447","year2004","9"
"5448","year2004","4"
"5449","year2004","21"
"5450","year2004","32"
"5451","year2004","11"
"5452","year2004","4"
"5453","year2004","10"
"5454","year2004","16"
"5455","year2004","16"
"5456","year2004","5"
"5457","year2004","39"
"5458","year2004","8"
"5459","year2004","19"
"5460","year2004","7"
"5461","year2004","19"
"5462","year2004","27"
"5463","year2004","13"
"5464","year2004","32"
"5465","year2004","7"
"5466","year2004","21"
"5467","year2004","27"
"5468","year2004","25"
"5469","year2004","8"
"5470","year2004","19"
"5471","year2004","40"
"5472","year2004","4"
"5473","year2004","7"
"5474","year2004","2"
"5475","year2004","26"
"5476","year2004","15"
"5477","year2004","29"
"5478","year2004","33"
"5479","year2004","20"
"5480","year2004","35"
"5481","year2004","7"
"5482","year2004","33"
"5483","year2004","34"
"5484","year2004","9"
"5485","year2004","11"
"5486","year2004","31"
"5487","year2004","39"
"5488","year2004","10"
"5489","year2004","32"
"5490","year2004","24"
"5491","year2004","8"
"5492","year2004","33"
"5493","year2004","36"
"5494","year2004","7"
"5495","year2004","3"
"5496","year2004","38"
"5497","year2004","30"
"5498","year2004","26"
"5499","year2004","13"
"5500","year2004","5"
"5501","year2004","25"
"5502","year2004","2"
"5503","year2004","10"
"5504","year2004","14"
"5505","year2004","7"
"5506","year2004","35"
"5507","year2004","34"
"5508","year2004","15"
"5509","year2005","29"
"5510","year2005","21"
"5511","year2005","35"
"5512","year2005","19"
"5513","year2005","25"
"5514","year2005","36"
"5515","year2005","22"
"5516","year2005","5"
"5517","year2005","14"
"5518","year2005","32"
"5519","year2005","3"
"5520","year2005","23"
"5521","year2005","6"
"5522","year2005","31"
"5523","year2005","5"
"5524","year2005","12"
"5525","year2005","25"
"5526","year2005","33"
"5527","year2005","36"
"5528","year2005","11"
"5529","year2005","32"
"5530","year2005","20"
"5531","year2005","22"
"5532","year2005","9"
"5533","year2005","18"
"5534","year2005","10"
"5535","year2005","2"
"5536","year2005","5"
"5537","year2005","12"
"5538","year2005","16"
"5539","year2005","33"
"5540","year2005","26"
"5541","year2005","3"
"5542","year2005","1"
"5543","year2005","22"
"5544","year2005","31"
"5545","year2005","24"
"5546","year2005","17"
"5547","year2005","26"
"5548","year2005","40"
"5549","year2005","4"
"5550","year2005","2"
"5551","year2005","28"
"5552","year2005","20"
"5553","year2005","27"
"5554","year2005","39"
"5555","year2005","31"
"5556","year2005","16"
"5557","year2005","36"
"5558","year2005","4"
"5559","year2005","14"
"5560","year2005","25"
"5561","year2005","24"
"5562","year2005","34"
"5563","year2005","23"
"5564","year2005","24"
"5565","year2005","20"
"5566","year2005","35"
"5567","year2005","33"
"5568","year2005","37"
"5569","year2005","9"
"5570","year2005","11"
"5571","year2005","16"
"5572","year2005","12"
"5573","year2005","1"
"5574","year2005","14"
"5575","year2005","40"
"5576","year2005","24"
"5577","year2005","8"
"5578","year2005","35"
"5579","year2005","28"
"5580","year2005","1"
"5581","year2005","40"
"5582","year2005","22"
"5583","year2005","29"
"5584","year2005","6"
"5585","year2005","8"
"5586","year2005","5"
"5587","year2005","26"
"5588","year2005","38"
"5589","year2005","36"
"5590","year2005","37"
"5591","year2005","24"
"5592","year2005","17"
"5593","year2005","28"
"5594","year2005","9"
"5595","year2005","39"
"5596","year2005","31"
"5597","year2005","17"
"5598","year2005","8"
"5599","year2005","9"
"5600","year2005","24"
"5601","year2005","20"
"5602","year2005","36"
"5603","year2005","4"
"5604","year2005","8"
"5605","year2005","8"
"5606","year2005","35"
"5607","year2005","22"
"5608","year2005","2"
"5609","year2005","31"
"5610","year2005","33"
"5611","year2005","31"
"5612","year2005","20"
"5613","year2005","3"
"5614","year2005","6"
"5615","year2005","19"
"5616","year2005","16"
"5617","year2005","6"
"5618","year2005","28"
"5619","year2005","18"
"5620","year2005","33"
"5621","year2005","4"
"5622","year2005","9"
"5623","year2005","5"
"5624","year2005","13"
"5625","year2005","29"
"5626","year2005","30"
"5627","year2005","22"
"5628","year2005","23"
"5629","year2005","34"
"5630","year2005","24"
"5631","year2005","12"
"5632","year2005","11"
"5633","year2005","5"
"5634","year2005","32"
"5635","year2005","8"
"5636","year2005","21"
"5637","year2005","31"
"5638","year2005","23"
"5639","year2005","6"
"5640","year2005","13"
"5641","year2005","32"
"5642","year2005","1"
"5643","year2005","21"
"5644","year2005","14"
"5645","year2005","23"
"5646","year2005","15"
"5647","year2005","17"
"5648","year2005","32"
"5649","year2005","34"
"5650","year2005","23"
"5651","year2005","21"
"5652","year2005","1"
"5653","year2005","28"
"5654","year2005","21"
"5655","year2005","11"
"5656","year2005","14"
"5657","year2005","19"
"5658","year2005","35"
"5659","year2005","1"
"5660","year2005","21"
"5661","year2005","10"
"5662","year2005","29"
"5663","year2005","25"
"5664","year2005","19"
"5665","year2005","37"
"5666","year2005","20"
"5667","year2005","22"
"5668","year2005","34"
"5669","year2005","11"
"5670","year2005","12"
"5671","year2005","40"
"5672","year2005","9"
"5673","year2005","20"
"5674","year2005","15"
"5675","year2005","5"
"5676","year2005","32"
"5677","year2005","18"
"5678","year2005","17"
"5679","year2005","10"
"5680","year2005","9"
"5681","year2005","26"
"5682","year2005","4"
"5683","year2005","24"
"5684","year2005","5"
"5685","year2005","27"
"5686","year2005","31"
"5687","year2005","34"
"5688","year2005","23"
"5689","year2005","5"
"5690","year2005","18"
"5691","year2005","14"
"5692","year2005","37"
"5693","year2005","1"
"5694","year2005","40"
"5695","year2005","34"
"5696","year2005","5"
"5697","year2005","38"
"5698","year2005","1"
"5699","year2005","13"
"5700","year2005","22"
"5701","year2005","13"
"5702","year2005","6"
"5703","year2005","39"
"5704","year2005","15"
"5705","year2005","37"
"5706","year2005","18"
"5707","year2005","15"
"5708","year2005","19"
"5709","year2005","25"
"5710","year2005","21"
"5711","year2005","39"
"5712","year2005","27"
"5713","year2005","19"
"5714","year2005","7"
"5715","year2005","8"
"5716","year2005","20"
"5717","year2005","13"
"5718","year2005","33"
"5719","year2005","30"
"5720","year2005","24"
"5721","year2005","19"
"5722","year2005","40"
"5723","year2005","36"
"5724","year2005","37"
"5725","year2005","30"
"5726","year2005","36"
"5727","year2005","28"
"5728","year2005","16"
"5729","year2005","4"
"5730","year2005","27"
"5731","year2005","27"
"5732","year2005","29"
"5733","year2005","17"
"5734","year2005","31"
"5735","year2005","2"
"5736","year2005","4"
"5737","year2005","29"
"5738","year2005","18"
"5739","year2005","21"
"5740","year2005","31"
"5741","year2005","23"
"5742","year2005","7"
"5743","year2005","15"
"5744","year2005","26"
"5745","year2005","28"
"5746","year2005","10"
"5747","year2005","29"
"5748","year2005","20"
"5749","year2005","37"
"5750","year2005","39"
"5751","year2005","21"
"5752","year2005","27"
"5753","year2005","10"
"5754","year2005","16"
"5755","year2005","17"
"5756","year2005","38"
"5757","year2005","9"
"5758","year2005","19"
"5759","year2005","22"
"5760","year2005","35"
"5761","year2005","8"
"5762","year2005","25"
"5763","year2005","4"
"5764","year2005","32"
"5765","year2005","37"
"5766","year2005","21"
"5767","year2005","28"
"5768","year2005","8"
"5769","year2005","35"
"5770","year2005","20"
"5771","year2005","16"
"5772","year2005","40"
"5773","year2005","27"
"5774","year2005","11"
"5775","year2005","33"
"5776","year2005","18"
"5777","year2005","32"
"5778","year2005","25"
"5779","year2005","36"
"5780","year2005","16"
"5781","year2005","3"
"5782","year2005","27"
"5783","year2005","9"
"5784","year2005","31"
"5785","year2005","6"
"5786","year2005","37"
"5787","year2005","2"
"5788","year2005","33"
"5789","year2005","32"
"5790","year2005","26"
"5791","year2005","16"
"5792","year2005","26"
"5793","year2005","39"
"5794","year2005","29"
"5795","year2005","27"
"5796","year2005","31"
"5797","year2005","30"
"5798","year2005","38"
"5799","year2005","18"
"5800","year2005","4"
"5801","year2005","22"
"5802","year2005","36"
"5803","year2005","25"
"5804","year2005","34"
"5805","year2005","29"
"5806","year2005","19"
"5807","year2005","35"
"5808","year2005","13"
"5809","year2005","2"
"5810","year2005","24"
"5811","year2005","36"
"5812","year2005","13"
"5813","year2005","39"
"5814","year2005","21"
"5815","year2005","14"
"5816","year2005","26"
"5817","year2005","39"
"5818","year2005","1"
"5819","year2005","20"
"5820","year2005","6"
"5821","year2005","37"
"5822","year2005","38"
"5823","year2005","34"
"5824","year2005","7"
"5825","year2005","9"
"5826","year2005","36"
"5827","year2005","38"
"5828","year2005","18"
"5829","year2005","30"
"5830","year2005","22"
"5831","year2005","32"
"5832","year2005","12"
"5833","year2006","25"
"5834","year2006","9"
"5835","year2006","21"
"5836","year2006","31"
"5837","year2006","22"
"5838","year2006","11"
"5839","year2006","37"
"5840","year2006","10"
"5841","year2006","13"
"5842","year2006","16"
"5843","year2006","7"
"5844","year2006","14"
"5845","year2006","31"
"5846","year2006","21"
"5847","year2006","4"
"5848","year2006","2"
"5849","year2006","32"
"5850","year2006","27"
"5851","year2006","6"
"5852","year2006","30"
"5853","year2006","1"
"5854","year2006","11"
"5855","year2006","13"
"5856","year2006","9"
"5857","year2006","28"
"5858","year2006","7"
"5859","year2006","25"
"5860","year2006","10"
"5861","year2006","1"
"5862","year2006","32"
"5863","year2006","40"
"5864","year2006","19"
"5865","year2006","35"
"5866","year2006","24"
"5867","year2006","38"
"5868","year2006","10"
"5869","year2006","4"
"5870","year2006","31"
"5871","year2006","14"
"5872","year2006","13"
"5873","year2006","39"
"5874","year2006","38"
"5875","year2006","23"
"5876","year2006","5"
"5877","year2006","19"
"5878","year2006","11"
"5879","year2006","22"
"5880","year2006","2"
"5881","year2006","30"
"5882","year2006","2"
"5883","year2006","15"
"5884","year2006","24"
"5885","year2006","38"
"5886","year2006","11"
"5887","year2006","8"
"5888","year2006","29"
"5889","year2006","6"
"5890","year2006","12"
"5891","year2006","27"
"5892","year2006","20"
"5893","year2006","2"
"5894","year2006","11"
"5895","year2006","22"
"5896","year2006","13"
"5897","year2006","16"
"5898","year2006","8"
"5899","year2006","28"
"5900","year2006","39"
"5901","year2006","12"
"5902","year2006","25"
"5903","year2006","3"
"5904","year2006","37"
"5905","year2006","5"
"5906","year2006","10"
"5907","year2006","6"
"5908","year2006","7"
"5909","year2006","2"
"5910","year2006","27"
"5911","year2006","3"
"5912","year2006","27"
"5913","year2006","14"
"5914","year2006","29"
"5915","year2006","19"
"5916","year2006","8"
"5917","year2006","3"
"5918","year2006","7"
"5919","year2006","17"
"5920","year2006","20"
"5921","year2006","28"
"5922","year2006","33"
"5923","year2006","36"
"5924","year2006","2"
"5925","year2006","4"
"5926","year2006","19"
"5927","year2006","39"
"5928","year2006","18"
"5929","year2006","24"
"5930","year2006","1"
"5931","year2006","9"
"5932","year2006","3"
"5933","year2006","21"
"5934","year2006","15"
"5935","year2006","11"
"5936","year2006","20"
"5937","year2006","10"
"5938","year2006","37"
"5939","year2006","23"
"5940","year2006","25"
"5941","year2006","21"
"5942","year2006","23"
"5943","year2006","12"
"5944","year2006","20"
"5945","year2006","39"
"5946","year2006","34"
"5947","year2006","12"
"5948","year2006","3"
"5949","year2006","1"
"5950","year2006","17"
"5951","year2006","6"
"5952","year2006","4"
"5953","year2006","11"
"5954","year2006","23"
"5955","year2006","17"
"5956","year2006","12"
"5957","year2006","40"
"5958","year2006","38"
"5959","year2006","12"
"5960","year2006","1"
"5961","year2006","11"
"5962","year2006","10"
"5963","year2006","32"
"5964","year2006","25"
"5965","year2006","20"
"5966","year2006","24"
"5967","year2006","21"
"5968","year2006","23"
"5969","year2006","16"
"5970","year2006","5"
"5971","year2006","29"
"5972","year2006","39"
"5973","year2006","18"
"5974","year2006","13"
"5975","year2006","38"
"5976","year2006","35"
"5977","year2006","29"
"5978","year2006","39"
"5979","year2006","26"
"5980","year2006","7"
"5981","year2006","27"
"5982","year2006","24"
"5983","year2006","28"
"5984","year2006","16"
"5985","year2006","39"
"5986","year2006","6"
"5987","year2006","21"
"5988","year2006","37"
"5989","year2006","12"
"5990","year2006","20"
"5991","year2006","27"
"5992","year2006","29"
"5993","year2006","26"
"5994","year2006","16"
"5995","year2006","24"
"5996","year2006","19"
"5997","year2006","26"
"5998","year2006","17"
"5999","year2006","37"
"6000","year2006","11"
"6001","year2006","3"
"6002","year2006","4"
"6003","year2006","5"
"6004","year2006","7"
"6005","year2006","12"
"6006","year2006","1"
"6007","year2006","38"
"6008","year2006","4"
"6009","year2006","40"
"6010","year2006","9"
"6011","year2006","36"
"6012","year2006","15"
"6013","year2006","28"
"6014","year2006","18"
"6015","year2006","3"
"6016","year2006","7"
"6017","year2006","9"
"6018","year2006","30"
"6019","year2006","19"
"6020","year2006","36"
"6021","year2006","34"
"6022","year2006","30"
"6023","year2006","35"
"6024","year2006","33"
"6025","year2006","24"
"6026","year2006","22"
"6027","year2006","27"
"6028","year2006","13"
"6029","year2006","6"
"6030","year2006","8"
"6031","year2006","25"
"6032","year2006","1"
"6033","year2006","10"
"6034","year2006","9"
"6035","year2006","28"
"6036","year2006","15"
"6037","year2006","29"
"6038","year2006","31"
"6039","year2006","32"
"6040","year2006","22"
"6041","year2006","13"
"6042","year2006","15"
"6043","year2006","10"
"6044","year2006","32"
"6045","year2006","7"
"6046","year2006","27"
"6047","year2006","40"
"6048","year2006","2"
"6049","year2006","19"
"6050","year2006","37"
"6051","year2006","11"
"6052","year2006","8"
"6053","year2006","35"
"6054","year2006","26"
"6055","year2006","33"
"6056","year2006","12"
"6057","year2006","7"
"6058","year2006","5"
"6059","year2006","10"
"6060","year2006","23"
"6061","year2006","32"
"6062","year2006","34"
"6063","year2006","17"
"6064","year2006","13"
"6065","year2006","10"
"6066","year2006","23"
"6067","year2006","30"
"6068","year2006","33"
"6069","year2006","25"
"6070","year2006","37"
"6071","year2006","11"
"6072","year2006","17"
"6073","year2006","17"
"6074","year2006","13"
"6075","year2006","28"
"6076","year2006","15"
"6077","year2006","26"
"6078","year2006","12"
"6079","year2006","30"
"6080","year2006","38"
"6081","year2006","39"
"6082","year2006","5"
"6083","year2006","25"
"6084","year2006","21"
"6085","year2006","26"
"6086","year2006","37"
"6087","year2006","19"
"6088","year2006","22"
"6089","year2006","11"
"6090","year2006","23"
"6091","year2006","20"
"6092","year2006","16"
"6093","year2006","24"
"6094","year2006","14"
"6095","year2006","12"
"6096","year2006","4"
"6097","year2006","38"
"6098","year2006","40"
"6099","year2006","15"
"6100","year2006","21"
"6101","year2006","17"
"6102","year2006","39"
"6103","year2006","18"
"6104","year2006","21"
"6105","year2006","30"
"6106","year2006","22"
"6107","year2006","32"
"6108","year2006","4"
"6109","year2006","29"
"6110","year2006","26"
"6111","year2006","36"
"6112","year2006","28"
"6113","year2006","7"
"6114","year2006","31"
"6115","year2006","15"
"6116","year2006","12"
"6117","year2006","14"
"6118","year2006","13"
"6119","year2006","40"
"6120","year2006","32"
"6121","year2006","25"
"6122","year2006","20"
"6123","year2006","35"
"6124","year2006","7"
"6125","year2006","32"
"6126","year2006","17"
"6127","year2006","40"
"6128","year2006","18"
"6129","year2006","9"
"6130","year2006","13"
"6131","year2006","21"
"6132","year2006","26"
"6133","year2006","6"
"6134","year2006","34"
"6135","year2006","30"
"6136","year2006","17"
"6137","year2006","32"
"6138","year2006","10"
"6139","year2006","6"
"6140","year2006","14"
"6141","year2006","28"
"6142","year2006","16"
"6143","year2006","30"
"6144","year2006","29"
"6145","year2006","25"
"6146","year2006","9"
"6147","year2006","21"
"6148","year2006","31"
"6149","year2006","22"
"6150","year2006","11"
"6151","year2006","37"
"6152","year2006","10"
"6153","year2006","13"
"6154","year2006","16"
"6155","year2006","7"
"6156","year2006","14"
